frame_no,image_anomaly,component,component_anomaly,image_fullname,se_filenmae,colors_found,colors_in_component,time_load_t,time_component_t,time_full_t,time_load_total_dt,time_component_total_dt,time_full_dt
2036,NORMAL,RoboArm,NORMAL,1751540481640557800_2036_10000000000000000,1751540481639443400_2036_10000000000000000,17,11,0.09746861457824707,0.03264141082763672,0.1301100254058838,0:00:00.097469,0:00:00.032642,0:00:00.130111
2037,NORMAL,PLeft,NORMAL,1751540481843701800_2037_10000000000000000,1751540481846122700_2037_10000000000000000,17,10,0.09353089332580566,0.03178668022155762,0.12531757354736328,0:00:00.093530,0:00:00.031787,0:00:00.125317
2037,NORMAL,ConvBelt,NORMAL,1751540481843701800_2037_10000000000000000,1751540481846122700_2037_10000000000000000,17,14,0.09353089332580566,0.038646697998046875,0.13217759132385254,0:00:00.093530,0:00:00.038647,0:00:00.132177
2037,NORMAL,PRight,NORMAL,1751540481843701800_2037_10000000000000000,1751540481846122700_2037_10000000000000000,17,14,0.09353089332580566,0.03608965873718262,0.12962055206298828,0:00:00.093530,0:00:00.036089,0:00:00.129619
2037,NORMAL,RoboArm,NORMAL,1751540481843701800_2037_10000000000000000,1751540481846122700_2037_10000000000000000,17,11,0.09353089332580566,0.03525710105895996,0.12878799438476562,0:00:00.093530,0:00:00.035257,0:00:00.128787
2038,NORMAL,PLeft,NORMAL,1751540482039080500_2038_10000000000000000,1751540482039659900_2038_10000000000000000,17,10,0.09321999549865723,0.030799388885498047,0.12401938438415527,0:00:00.093220,0:00:00.030800,0:00:00.124020
2038,NORMAL,ConvBelt,NORMAL,1751540482039080500_2038_10000000000000000,1751540482039659900_2038_10000000000000000,17,14,0.09321999549865723,0.039595842361450195,0.13281583786010742,0:00:00.093220,0:00:00.039596,0:00:00.132816
2038,NORMAL,PRight,NORMAL,1751540482039080500_2038_10000000000000000,1751540482039659900_2038_10000000000000000,17,14,0.09321999549865723,0.03525996208190918,0.1284799575805664,0:00:00.093220,0:00:00.035260,0:00:00.128480
2038,NORMAL,RoboArm,NORMAL,1751540482039080500_2038_10000000000000000,1751540482039659900_2038_10000000000000000,17,11,0.09321999549865723,0.03201603889465332,0.12523603439331055,0:00:00.093220,0:00:00.032016,0:00:00.125236
2039,NORMAL,PLeft,NORMAL,1751540482438764100_2039_10000000000000000,1751540482251662100_2039_10000000000000000,17,10,0.08393239974975586,0.03303384780883789,0.11696624755859375,0:00:00.083932,0:00:00.033034,0:00:00.116966
2039,NORMAL,ConvBelt,NORMAL,1751540482438764100_2039_10000000000000000,1751540482251662100_2039_10000000000000000,17,14,0.08393239974975586,0.037720680236816406,0.12165307998657227,0:00:00.083932,0:00:00.037721,0:00:00.121653
2039,NORMAL,PRight,NORMAL,1751540482438764100_2039_10000000000000000,1751540482251662100_2039_10000000000000000,17,14,0.08393239974975586,0.03528904914855957,0.11922144889831543,0:00:00.083932,0:00:00.035289,0:00:00.119221
2039,NORMAL,RoboArm,NORMAL,1751540482438764100_2039_10000000000000000,1751540482251662100_2039_10000000000000000,17,11,0.08393239974975586,0.03223538398742676,0.11616778373718262,0:00:00.083932,0:00:00.032236,0:00:00.116168
2040,NORMAL,PLeft,NORMAL,1751540482627272100_2040_10000000000000000,1751540482453328300_2040_10000000000000000,18,10,0.09564685821533203,0.034714698791503906,0.13036155700683594,0:00:00.095647,0:00:00.034715,0:00:00.130362
2040,NORMAL,ConvBelt,NORMAL,1751540482627272100_2040_10000000000000000,1751540482453328300_2040_10000000000000000,18,14,0.09564685821533203,0.03552865982055664,0.13117551803588867,0:00:00.095647,0:00:00.035529,0:00:00.131176
2040,NORMAL,PRight,NORMAL,1751540482627272100_2040_10000000000000000,1751540482453328300_2040_10000000000000000,18,17,0.09564685821533203,0.03983163833618164,0.13547849655151367,0:00:00.095647,0:00:00.039832,0:00:00.135479
2040,NORMAL,RoboArm,NORMAL,1751540482627272100_2040_10000000000000000,1751540482453328300_2040_10000000000000000,18,11,0.09564685821533203,0.03328514099121094,0.12893199920654297,0:00:00.095647,0:00:00.033286,0:00:00.128933
2041,NORMAL,PLeft,NORMAL,1751540482852014700_2041_10000000000000000,1751540482859182700_2041_10000000000000000,18,10,0.08885335922241211,0.03809523582458496,0.12694859504699707,0:00:00.088854,0:00:00.038095,0:00:00.126949
2041,NORMAL,ConvBelt,NORMAL,1751540482852014700_2041_10000000000000000,1751540482859182700_2041_10000000000000000,18,14,0.08885335922241211,0.03992486000061035,0.12877821922302246,0:00:00.088854,0:00:00.039925,0:00:00.128779
2041,NORMAL,PRight,NORMAL,1751540482852014700_2041_10000000000000000,1751540482859182700_2041_10000000000000000,18,17,0.08885335922241211,0.0426182746887207,0.1314716339111328,0:00:00.088854,0:00:00.042619,0:00:00.131473
2041,NORMAL,RoboArm,NORMAL,1751540482852014700_2041_10000000000000000,1751540482859182700_2041_10000000000000000,18,11,0.08885335922241211,0.03641486167907715,0.12526822090148926,0:00:00.088854,0:00:00.036415,0:00:00.125269
2042,NORMAL,PLeft,NORMAL,1751540483065166500_2042_10000000000000000,1751540483052333800_2042_10000000000000000,18,10,0.0905601978302002,0.03397345542907715,0.12453365325927734,0:00:00.090560,0:00:00.033973,0:00:00.124533
2042,NORMAL,ConvBelt,NORMAL,1751540483065166500_2042_10000000000000000,1751540483052333800_2042_10000000000000000,18,14,0.0905601978302002,0.045255184173583984,0.13581538200378418,0:00:00.090560,0:00:00.045256,0:00:00.135816
2042,NORMAL,PRight,NORMAL,1751540483065166500_2042_10000000000000000,1751540483052333800_2042_10000000000000000,18,17,0.0905601978302002,0.040453195571899414,0.1310133934020996,0:00:00.090560,0:00:00.040453,0:00:00.131013
2042,NORMAL,RoboArm,NORMAL,1751540483065166500_2042_10000000000000000,1751540483052333800_2042_10000000000000000,18,11,0.0905601978302002,0.035140275955200195,0.1257004737854004,0:00:00.090560,0:00:00.035140,0:00:00.125700
2043,NORMAL,PLeft,NORMAL,1751540483251432500_2043_10000000000000000,1751540483261254900_2043_10000000000000000,18,10,0.09216523170471191,0.03073287010192871,0.12289810180664062,0:00:00.092166,0:00:00.030732,0:00:00.122898
2043,NORMAL,ConvBelt,NORMAL,1751540483251432500_2043_10000000000000000,1751540483261254900_2043_10000000000000000,18,14,0.09216523170471191,0.03942680358886719,0.1315920352935791,0:00:00.092166,0:00:00.039427,0:00:00.131593
2043,NORMAL,PRight,NORMAL,1751540483251432500_2043_10000000000000000,1751540483261254900_2043_10000000000000000,18,17,0.09216523170471191,0.0412595272064209,0.1334247589111328,0:00:00.092166,0:00:00.041259,0:00:00.133425
2043,NORMAL,RoboArm,NORMAL,1751540483251432500_2043_10000000000000000,1751540483261254900_2043_10000000000000000,18,11,0.09216523170471191,0.037023305892944336,0.12918853759765625,0:00:00.092166,0:00:00.037023,0:00:00.129189
2044,NORMAL,PLeft,NORMAL,1751540483651595000_2044_10000000000000000,1751540483664644400_2044_10000000000000000,18,10,0.08946943283081055,0.034450531005859375,0.12391996383666992,0:00:00.089469,0:00:00.034451,0:00:00.123920
2044,NORMAL,ConvBelt,NORMAL,1751540483651595000_2044_10000000000000000,1751540483664644400_2044_10000000000000000,18,14,0.08946943283081055,0.03594684600830078,0.12541627883911133,0:00:00.089469,0:00:00.035947,0:00:00.125416
2044,NORMAL,PRight,NORMAL,1751540483651595000_2044_10000000000000000,1751540483664644400_2044_10000000000000000,18,17,0.08946943283081055,0.045543670654296875,0.13501310348510742,0:00:00.089469,0:00:00.045544,0:00:00.135013
2044,NORMAL,RoboArm,NORMAL,1751540483651595000_2044_10000000000000000,1751540483664644400_2044_10000000000000000,18,11,0.08946943283081055,0.03479933738708496,0.12426877021789551,0:00:00.089469,0:00:00.034799,0:00:00.124268
2045,NORMAL,PLeft,NORMAL,1751540483841096600_2045_10000000000000000,1751540483858257400_2045_10000000000000000,18,10,0.0904395580291748,0.03458118438720703,0.12502074241638184,0:00:00.090440,0:00:00.034581,0:00:00.125021
2045,NORMAL,ConvBelt,NORMAL,1751540483841096600_2045_10000000000000000,1751540483858257400_2045_10000000000000000,18,14,0.0904395580291748,0.041536808013916016,0.13197636604309082,0:00:00.090440,0:00:00.041537,0:00:00.131977
2045,NORMAL,PRight,NORMAL,1751540483841096600_2045_10000000000000000,1751540483858257400_2045_10000000000000000,18,17,0.0904395580291748,0.04190230369567871,0.13234186172485352,0:00:00.090440,0:00:00.041902,0:00:00.132342
2045,NORMAL,RoboArm,NORMAL,1751540483841096600_2045_10000000000000000,1751540483858257400_2045_10000000000000000,18,11,0.0904395580291748,0.03378129005432129,0.1242208480834961,0:00:00.090440,0:00:00.033781,0:00:00.124221
2046,NORMAL,PLeft,NORMAL,1751540484249801800_2046_10000000000000000,1751540484056993600_2046_10000000000000000,18,10,0.10393261909484863,0.03253316879272461,0.13646578788757324,0:00:00.103933,0:00:00.032533,0:00:00.136466
2046,NORMAL,ConvBelt,NORMAL,1751540484249801800_2046_10000000000000000,1751540484056993600_2046_10000000000000000,18,14,0.10393261909484863,0.037874460220336914,0.14180707931518555,0:00:00.103933,0:00:00.037875,0:00:00.141808
2046,NORMAL,PRight,NORMAL,1751540484249801800_2046_10000000000000000,1751540484056993600_2046_10000000000000000,18,17,0.10393261909484863,0.042168378829956055,0.1461009979248047,0:00:00.103933,0:00:00.042168,0:00:00.146101
2046,NORMAL,RoboArm,NORMAL,1751540484249801800_2046_10000000000000000,1751540484056993600_2046_10000000000000000,18,11,0.10393261909484863,0.036798954010009766,0.1407315731048584,0:00:00.103933,0:00:00.036799,0:00:00.140732
2047,NORMAL,PLeft,NORMAL,1751540484453548100_2047_10000000000000000,1751540484258176800_2047_10000000000000000,18,10,0.09731531143188477,0.03637290000915527,0.13368821144104004,0:00:00.097316,0:00:00.036372,0:00:00.133688
2047,NORMAL,ConvBelt,NORMAL,1751540484453548100_2047_10000000000000000,1751540484258176800_2047_10000000000000000,18,14,0.09731531143188477,0.042223453521728516,0.13953876495361328,0:00:00.097316,0:00:00.042223,0:00:00.139539
2047,NORMAL,PRight,NORMAL,1751540484453548100_2047_10000000000000000,1751540484258176800_2047_10000000000000000,18,17,0.09731531143188477,0.041543006896972656,0.13885831832885742,0:00:00.097316,0:00:00.041543,0:00:00.138859
2047,NORMAL,RoboArm,NORMAL,1751540484453548100_2047_10000000000000000,1751540484258176800_2047_10000000000000000,18,11,0.09731531143188477,0.03443717956542969,0.13175249099731445,0:00:00.097316,0:00:00.034437,0:00:00.131753
2048,NORMAL,PLeft,NORMAL,1751540484624443000_2048_10000000000000000,1751540484449642900_2048_10000000000000000,18,10,0.09037160873413086,0.03505396842956543,0.1254255771636963,0:00:00.090372,0:00:00.035054,0:00:00.125426
2048,NORMAL,ConvBelt,NORMAL,1751540484624443000_2048_10000000000000000,1751540484449642900_2048_10000000000000000,18,14,0.09037160873413086,0.03658461570739746,0.12695622444152832,0:00:00.090372,0:00:00.036585,0:00:00.126957
2048,NORMAL,PRight,NORMAL,1751540484624443000_2048_10000000000000000,1751540484449642900_2048_10000000000000000,18,17,0.09037160873413086,0.040999412536621094,0.13137102127075195,0:00:00.090372,0:00:00.041000,0:00:00.131372
2048,NORMAL,RoboArm,NORMAL,1751540484624443000_2048_10000000000000000,1751540484449642900_2048_10000000000000000,18,11,0.09037160873413086,0.033786773681640625,0.12415838241577148,0:00:00.090372,0:00:00.033787,0:00:00.124159
2049,NORMAL,PLeft,NORMAL,1751540484855846000_2049_10000000000000000,1751540484645185500_2049_10000000000000000,18,10,0.1239311695098877,0.03481769561767578,0.15874886512756348,0:00:00.123931,0:00:00.034818,0:00:00.158749
2049,NORMAL,ConvBelt,NORMAL,1751540484855846000_2049_10000000000000000,1751540484645185500_2049_10000000000000000,18,14,0.1239311695098877,0.03967428207397461,0.1636054515838623,0:00:00.123931,0:00:00.039675,0:00:00.163606
2049,NORMAL,PRight,NORMAL,1751540484855846000_2049_10000000000000000,1751540484645185500_2049_10000000000000000,18,17,0.1239311695098877,0.041474103927612305,0.1654052734375,0:00:00.123931,0:00:00.041474,0:00:00.165405
2049,NORMAL,RoboArm,NORMAL,1751540484855846000_2049_10000000000000000,1751540484645185500_2049_10000000000000000,18,11,0.1239311695098877,0.03953361511230469,0.16346478462219238,0:00:00.123931,0:00:00.039534,0:00:00.163465
2050,NORMAL,PLeft,NORMAL,1751540485035760700_2050_10000000000000000,1751540484864695500_2050_10000000000000000,17,10,0.09457254409790039,0.033728837966918945,0.12830138206481934,0:00:00.094573,0:00:00.033728,0:00:00.128301
2050,NORMAL,ConvBelt,NORMAL,1751540485035760700_2050_10000000000000000,1751540484864695500_2050_10000000000000000,17,14,0.09457254409790039,0.03973698616027832,0.1343095302581787,0:00:00.094573,0:00:00.039737,0:00:00.134310
2050,NORMAL,PRight,NORMAL,1751540485035760700_2050_10000000000000000,1751540484864695500_2050_10000000000000000,17,16,0.09457254409790039,0.04200029373168945,0.13657283782958984,0:00:00.094573,0:00:00.042000,0:00:00.136573
2050,NORMAL,RoboArm,NORMAL,1751540485035760700_2050_10000000000000000,1751540484864695500_2050_10000000000000000,17,11,0.09457254409790039,0.03428244590759277,0.12885499000549316,0:00:00.094573,0:00:00.034283,0:00:00.128856
2051,NORMAL,PLeft,NORMAL,1751540485225870300_2051_10000000000000000,1751540485044354200_2051_10000000000000000,17,10,0.09404206275939941,0.031175851821899414,0.12521791458129883,0:00:00.094042,0:00:00.031176,0:00:00.125218
2051,NORMAL,ConvBelt,NORMAL,1751540485225870300_2051_10000000000000000,1751540485044354200_2051_10000000000000000,17,14,0.09404206275939941,0.035505056381225586,0.129547119140625,0:00:00.094042,0:00:00.035505,0:00:00.129547
2051,NORMAL,PRight,NORMAL,1751540485225870300_2051_10000000000000000,1751540485044354200_2051_10000000000000000,17,16,0.09404206275939941,0.039560794830322266,0.13360285758972168,0:00:00.094042,0:00:00.039561,0:00:00.133603
2051,NORMAL,RoboArm,NORMAL,1751540485225870300_2051_10000000000000000,1751540485044354200_2051_10000000000000000,17,11,0.09404206275939941,0.03495383262634277,0.1289958953857422,0:00:00.094042,0:00:00.034953,0:00:00.128995
2052,NORMAL,PLeft,NORMAL,1751540485452860700_2052_10000000000000000,1751540485247632500_2052_10000000000000000,17,10,0.09296011924743652,0.030703067779541016,0.12366318702697754,0:00:00.092960,0:00:00.030703,0:00:00.123663
2052,NORMAL,ConvBelt,NORMAL,1751540485452860700_2052_10000000000000000,1751540485247632500_2052_10000000000000000,17,14,0.09296011924743652,0.03796076774597168,0.1309208869934082,0:00:00.092960,0:00:00.037960,0:00:00.130920
2052,NORMAL,PRight,NORMAL,1751540485452860700_2052_10000000000000000,1751540485247632500_2052_10000000000000000,17,16,0.09296011924743652,0.037970781326293945,0.13093090057373047,0:00:00.092960,0:00:00.037971,0:00:00.130931
2052,NORMAL,RoboArm,NORMAL,1751540485452860700_2052_10000000000000000,1751540485247632500_2052_10000000000000000,17,11,0.09296011924743652,0.03548884391784668,0.1284489631652832,0:00:00.092960,0:00:00.035489,0:00:00.128449
2053,NORMAL,PLeft,NORMAL,1751540485629170500_2053_10000000000000000,1751540485463478700_2053_10000000000000000,17,10,0.08502411842346191,0.03392171859741211,0.11894583702087402,0:00:00.085024,0:00:00.033922,0:00:00.118946
2053,NORMAL,ConvBelt,NORMAL,1751540485629170500_2053_10000000000000000,1751540485463478700_2053_10000000000000000,17,14,0.08502411842346191,0.0368192195892334,0.12184333801269531,0:00:00.085024,0:00:00.036819,0:00:00.121843
2053,NORMAL,PRight,NORMAL,1751540485629170500_2053_10000000000000000,1751540485463478700_2053_10000000000000000,17,14,0.08502411842346191,0.042222023010253906,0.12724614143371582,0:00:00.085024,0:00:00.042222,0:00:00.127246
2053,NORMAL,RoboArm,NORMAL,1751540485629170500_2053_10000000000000000,1751540485463478700_2053_10000000000000000,17,11,0.08502411842346191,0.030800819396972656,0.11582493782043457,0:00:00.085024,0:00:00.030800,0:00:00.115824
2054,NORMAL,PLeft,NORMAL,1751540485839422000_2054_10000000000000000,1751540485642982500_2054_10000000000000000,17,10,0.09162378311157227,0.030938386917114258,0.12256217002868652,0:00:00.091623,0:00:00.030938,0:00:00.122561
2054,NORMAL,ConvBelt,NORMAL,1751540485839422000_2054_10000000000000000,1751540485642982500_2054_10000000000000000,17,14,0.09162378311157227,0.033568382263183594,0.12519216537475586,0:00:00.091623,0:00:00.033569,0:00:00.125192
2054,NORMAL,PRight,NORMAL,1751540485839422000_2054_10000000000000000,1751540485642982500_2054_10000000000000000,17,14,0.09162378311157227,0.03715062141418457,0.12877440452575684,0:00:00.091623,0:00:00.037151,0:00:00.128774
2054,NORMAL,RoboArm,NORMAL,1751540485839422000_2054_10000000000000000,1751540485642982500_2054_10000000000000000,17,11,0.09162378311157227,0.03680586814880371,0.12842965126037598,0:00:00.091623,0:00:00.036806,0:00:00.128429
2055,NORMAL,PLeft,NORMAL,1751540486068388800_2055_10000000000000000,1751540486080355200_2055_10000000000000000,17,10,0.0943911075592041,0.03803682327270508,0.13242793083190918,0:00:00.094391,0:00:00.038037,0:00:00.132428
2055,NORMAL,ConvBelt,NORMAL,1751540486068388800_2055_10000000000000000,1751540486080355200_2055_10000000000000000,17,14,0.0943911075592041,0.036205291748046875,0.13059639930725098,0:00:00.094391,0:00:00.036205,0:00:00.130596
2055,NORMAL,PRight,NORMAL,1751540486068388800_2055_10000000000000000,1751540486080355200_2055_10000000000000000,17,14,0.0943911075592041,0.034528493881225586,0.1289196014404297,0:00:00.094391,0:00:00.034529,0:00:00.128920
2055,NORMAL,RoboArm,NORMAL,1751540486068388800_2055_10000000000000000,1751540486080355200_2055_10000000000000000,17,11,0.0943911075592041,0.03072500228881836,0.12511610984802246,0:00:00.094391,0:00:00.030725,0:00:00.125116
2056,NORMAL,PLeft,NORMAL,1751540486248785300_2056_10000000000000000,1751540486247752000_2056_10000000000000000,18,10,0.08813691139221191,0.03724217414855957,0.12537908554077148,0:00:00.088137,0:00:00.037242,0:00:00.125379
2056,NORMAL,ConvBelt,NORMAL,1751540486248785300_2056_10000000000000000,1751540486247752000_2056_10000000000000000,18,15,0.08813691139221191,0.0425562858581543,0.1306931972503662,0:00:00.088137,0:00:00.042556,0:00:00.130693
2056,NORMAL,PRight,NORMAL,1751540486248785300_2056_10000000000000000,1751540486247752000_2056_10000000000000000,18,14,0.08813691139221191,0.03856492042541504,0.12670183181762695,0:00:00.088137,0:00:00.038565,0:00:00.126702
2056,NORMAL,RoboArm,NORMAL,1751540486248785300_2056_10000000000000000,1751540486247752000_2056_10000000000000000,18,11,0.08813691139221191,0.03808879852294922,0.12622570991516113,0:00:00.088137,0:00:00.038089,0:00:00.126226
2057,NORMAL,PLeft,NORMAL,1751540486648202100_2057_10000000000000000,1751540486452267600_2057_10000000000000000,17,10,0.0940098762512207,0.03602790832519531,0.13003778457641602,0:00:00.094010,0:00:00.036027,0:00:00.130037
2057,NORMAL,ConvBelt,NORMAL,1751540486648202100_2057_10000000000000000,1751540486452267600_2057_10000000000000000,17,14,0.0940098762512207,0.0373232364654541,0.1313331127166748,0:00:00.094010,0:00:00.037323,0:00:00.131333
2057,NORMAL,PRight,NORMAL,1751540486648202100_2057_10000000000000000,1751540486452267600_2057_10000000000000000,17,14,0.0940098762512207,0.03812432289123535,0.13213419914245605,0:00:00.094010,0:00:00.038124,0:00:00.132134
2057,NORMAL,RoboArm,NORMAL,1751540486648202100_2057_10000000000000000,1751540486452267600_2057_10000000000000000,17,12,0.0940098762512207,0.037973880767822266,0.13198375701904297,0:00:00.094010,0:00:00.037974,0:00:00.131984
2058,NORMAL,PLeft,NORMAL,1751540486836544400_2058_10000000000000000,1751540486664341600_2058_10000000000000000,18,10,0.08837223052978516,0.03504180908203125,0.1234140396118164,0:00:00.088372,0:00:00.035042,0:00:00.123414
2058,NORMAL,ConvBelt,NORMAL,1751540486836544400_2058_10000000000000000,1751540486664341600_2058_10000000000000000,18,14,0.08837223052978516,0.03735065460205078,0.12572288513183594,0:00:00.088372,0:00:00.037351,0:00:00.125723
2058,NORMAL,PRight,NORMAL,1751540486836544400_2058_10000000000000000,1751540486664341600_2058_10000000000000000,18,14,0.08837223052978516,0.036803245544433594,0.12517547607421875,0:00:00.088372,0:00:00.036803,0:00:00.125175
2058,NORMAL,RoboArm,NORMAL,1751540486836544400_2058_10000000000000000,1751540486664341600_2058_10000000000000000,18,13,0.08837223052978516,0.03517651557922363,0.12354874610900879,0:00:00.088372,0:00:00.035176,0:00:00.123548
2059,NORMAL,PLeft,NORMAL,1751540487033000900_2059_10000000000000000,1751540486848453200_2059_10000000000000000,18,10,0.0960698127746582,0.03461170196533203,0.13068151473999023,0:00:00.096070,0:00:00.034612,0:00:00.130682
2059,NORMAL,ConvBelt,NORMAL,1751540487033000900_2059_10000000000000000,1751540486848453200_2059_10000000000000000,18,14,0.0960698127746582,0.037981510162353516,0.13405132293701172,0:00:00.096070,0:00:00.037982,0:00:00.134052
2059,NORMAL,PRight,NORMAL,1751540487033000900_2059_10000000000000000,1751540486848453200_2059_10000000000000000,18,16,0.0960698127746582,0.03790688514709473,0.13397669792175293,0:00:00.096070,0:00:00.037907,0:00:00.133977
2059,NORMAL,RoboArm,NORMAL,1751540487033000900_2059_10000000000000000,1751540486848453200_2059_10000000000000000,18,13,0.0960698127746582,0.03154253959655762,0.12761235237121582,0:00:00.096070,0:00:00.031543,0:00:00.127613
2060,NORMAL,PLeft,NORMAL,1751540487245524000_2060_10000000000000000,1751540487049278300_2060_10000000000000000,18,10,0.08546042442321777,0.03720712661743164,0.12266755104064941,0:00:00.085461,0:00:00.037207,0:00:00.122668
2060,NORMAL,ConvBelt,NORMAL,1751540487245524000_2060_10000000000000000,1751540487049278300_2060_10000000000000000,18,14,0.08546042442321777,0.0352787971496582,0.12073922157287598,0:00:00.085461,0:00:00.035279,0:00:00.120740
2060,NORMAL,PRight,NORMAL,1751540487245524000_2060_10000000000000000,1751540487049278300_2060_10000000000000000,18,16,0.08546042442321777,0.036255598068237305,0.12171602249145508,0:00:00.085461,0:00:00.036256,0:00:00.121717
2060,NORMAL,RoboArm,NORMAL,1751540487245524000_2060_10000000000000000,1751540487049278300_2060_10000000000000000,18,13,0.08546042442321777,0.034195899963378906,0.11965632438659668,0:00:00.085461,0:00:00.034195,0:00:00.119656
2061,NORMAL,PLeft,NORMAL,1751540487436890900_2061_10000000000000000,1751540487248032900_2061_10000000000000000,18,10,0.09210968017578125,0.035989999771118164,0.12809967994689941,0:00:00.092109,0:00:00.035990,0:00:00.128099
2061,NORMAL,ConvBelt,NORMAL,1751540487436890900_2061_10000000000000000,1751540487248032900_2061_10000000000000000,18,14,0.09210968017578125,0.038793087005615234,0.13090276718139648,0:00:00.092109,0:00:00.038793,0:00:00.130902
2061,NORMAL,PRight,NORMAL,1751540487436890900_2061_10000000000000000,1751540487248032900_2061_10000000000000000,18,16,0.09210968017578125,0.04091286659240723,0.13302254676818848,0:00:00.092109,0:00:00.040913,0:00:00.133022
2061,NORMAL,RoboArm,NORMAL,1751540487436890900_2061_10000000000000000,1751540487248032900_2061_10000000000000000,18,13,0.09210968017578125,0.03507852554321289,0.12718820571899414,0:00:00.092109,0:00:00.035078,0:00:00.127187
2062,NORMAL,PLeft,NORMAL,1751540487625794400_2062_10000000000000000,1751540487444837100_2062_10000000000000000,18,10,0.09603691101074219,0.034717559814453125,0.1307544708251953,0:00:00.096037,0:00:00.034718,0:00:00.130755
2062,NORMAL,ConvBelt,NORMAL,1751540487625794400_2062_10000000000000000,1751540487444837100_2062_10000000000000000,18,14,0.09603691101074219,0.04154229164123535,0.13757920265197754,0:00:00.096037,0:00:00.041542,0:00:00.137579
2062,NORMAL,PRight,NORMAL,1751540487625794400_2062_10000000000000000,1751540487444837100_2062_10000000000000000,18,16,0.09603691101074219,0.03954744338989258,0.13558435440063477,0:00:00.096037,0:00:00.039547,0:00:00.135584
2062,NORMAL,RoboArm,NORMAL,1751540487625794400_2062_10000000000000000,1751540487444837100_2062_10000000000000000,18,13,0.09603691101074219,0.03633832931518555,0.13237524032592773,0:00:00.096037,0:00:00.036338,0:00:00.132375
2063,NORMAL,PLeft,NORMAL,1751540487829269700_2063_10000000000000000,1751540487649706100_2063_10000000000000000,18,10,0.10846066474914551,0.041985273361206055,0.15044593811035156,0:00:00.108461,0:00:00.041985,0:00:00.150446
2063,NORMAL,ConvBelt,NORMAL,1751540487829269700_2063_10000000000000000,1751540487649706100_2063_10000000000000000,18,14,0.10846066474914551,0.03787493705749512,0.14633560180664062,0:00:00.108461,0:00:00.037875,0:00:00.146336
2063,NORMAL,PRight,NORMAL,1751540487829269700_2063_10000000000000000,1751540487649706100_2063_10000000000000000,18,16,0.10846066474914551,0.04036903381347656,0.14882969856262207,0:00:00.108461,0:00:00.040369,0:00:00.148830
2063,NORMAL,RoboArm,NORMAL,1751540487829269700_2063_10000000000000000,1751540487649706100_2063_10000000000000000,18,12,0.10846066474914551,0.030604124069213867,0.13906478881835938,0:00:00.108461,0:00:00.030604,0:00:00.139065
2064,NORMAL,PLeft,NORMAL,1751540488033665000_2064_10000000000000000,1751540487851652900_2064_10000000000000000,18,10,0.08844327926635742,0.03385782241821289,0.12230110168457031,0:00:00.088443,0:00:00.033858,0:00:00.122301
2064,NORMAL,ConvBelt,NORMAL,1751540488033665000_2064_10000000000000000,1751540487851652900_2064_10000000000000000,18,14,0.08844327926635742,0.03800058364868164,0.12644386291503906,0:00:00.088443,0:00:00.038000,0:00:00.126443
2064,NORMAL,PRight,NORMAL,1751540488033665000_2064_10000000000000000,1751540487851652900_2064_10000000000000000,18,16,0.08844327926635742,0.03800010681152344,0.12644338607788086,0:00:00.088443,0:00:00.038000,0:00:00.126443
2064,NORMAL,RoboArm,NORMAL,1751540488033665000_2064_10000000000000000,1751540487851652900_2064_10000000000000000,18,12,0.08844327926635742,0.036496877670288086,0.12494015693664551,0:00:00.088443,0:00:00.036497,0:00:00.124940
2065,NORMAL,PLeft,NORMAL,1751540488233503900_2065_10000000000000000,1751540488045554600_2065_10000000000000000,18,10,0.08961153030395508,0.03462505340576172,0.1242365837097168,0:00:00.089612,0:00:00.034625,0:00:00.124237
2065,NORMAL,ConvBelt,NORMAL,1751540488233503900_2065_10000000000000000,1751540488045554600_2065_10000000000000000,18,14,0.08961153030395508,0.036470651626586914,0.126082181930542,0:00:00.089612,0:00:00.036470,0:00:00.126082
2065,NORMAL,PRight,NORMAL,1751540488233503900_2065_10000000000000000,1751540488045554600_2065_10000000000000000,18,16,0.08961153030395508,0.040865182876586914,0.130476713180542,0:00:00.089612,0:00:00.040865,0:00:00.130477
2065,NORMAL,RoboArm,NORMAL,1751540488233503900_2065_10000000000000000,1751540488045554600_2065_10000000000000000,18,13,0.08961153030395508,0.037954092025756836,0.12756562232971191,0:00:00.089612,0:00:00.037954,0:00:00.127566
2066,NORMAL,PLeft,NORMAL,1751540488438732500_2066_10000000000000000,1751540488240485000_2066_10000000000000000,18,10,0.10115861892700195,0.031266212463378906,0.13242483139038086,0:00:00.101159,0:00:00.031266,0:00:00.132425
2066,NORMAL,ConvBelt,NORMAL,1751540488438732500_2066_10000000000000000,1751540488240485000_2066_10000000000000000,18,14,0.10115861892700195,0.03958892822265625,0.1407475471496582,0:00:00.101159,0:00:00.039588,0:00:00.140747
2066,NORMAL,PRight,NORMAL,1751540488438732500_2066_10000000000000000,1751540488240485000_2066_10000000000000000,18,16,0.10115861892700195,0.03808474540710449,0.13924336433410645,0:00:00.101159,0:00:00.038084,0:00:00.139243
2066,NORMAL,RoboArm,NORMAL,1751540488438732500_2066_10000000000000000,1751540488240485000_2066_10000000000000000,18,13,0.10115861892700195,0.03508162498474121,0.13624024391174316,0:00:00.101159,0:00:00.035081,0:00:00.136240
